shelter_name,shelter_id,shelter_address,shelter_lat,shelter_lng,shelter_tel
봉화군유기동물보호소,347524201400001,경상북도 봉화군 봉성면 농업인길 24 (봉성면) 봉화군농업기술센터,36.903668173,128.772537713,054-679-6865
다온유기동물보호센터,347511201600001,경상북도 상주시 북상주로 261 (부원동) ,36.452688236,128.160830362,010-5009-8612
성주유기동물보호센터,347521201900002,경상북도 성주군 선남면 선노로 522 (선남면) ,35.920956516,128.393817252,010-2949-6699
유기동물보호센터,347507200900001,경상북도 안동시 서후면 풍산태사로 3252-29 (서후면) ,36.635989904,128.683831267,010-7703-1999
영덕유기동물보호센터,347518201000001,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,36.43572989,129.357620501,054-730-6286
영양군유기동물보호소,347517201400001,경상북도 영양군 입암면 마령산해로 1202 (입암면) .,36.594236578,129.064141016,010-3804-1700
영주시 동물보호센터,347509200900001,경상북도 영주시 문수면 반구로324번길 135 (문수면) 장수면 반구리 407-8,36.766579037,128.600891055,010-6682-1185
영천유기동물보호센터,347510201600001,경상북도 영천시 천문로 622-13 (오미동  영천시농업기술센터) ,35.990661644,128.926441328,054-339-7175
예천군유기동물보호소,347523201200001,경상북도 예천군 예천읍 충효로 632-84 (예천읍  유기동물보호소) ,36.674849138,128.47624852,010-9562-0975
울릉군농업기술센터,347526201600001,경상북도 울릉군 울릉읍 신리길 68 (울릉읍  울릉도축장) ,37.460054248,130.87377027,054-790-6283
울진동물병원,347525200900001,경상북도 울진군 울진읍 연호로 21-4 (울진읍) 울진동물병원,36.994011742,129.403791061,054-783-5200
킴스동물병원,347525201800001,경상북도 울진군 울진읍 울진중앙로 39 (울진읍  킴스동물병원) ,36.986095293,129.397542422,054-781-7782
의성동물보호센터,347515201900001,경상북도 의성군 의성읍 치선오상길 438 (의성읍) 의성동물보호센터,36.329262841,128.733169671,010-8855-5661
청도동물보호소,347519201800001,경상북도 청도군 화양읍 청화3길 10 (화양읍) 3층 농정과,35.648712914,128.734272558,054-370-6558
칠곡유기동물보호센터,347522201400001,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,36.040734501,128.44196949,054-973-5710
영일동물플러스,347502201600001,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,36.14538842,129.333019051,054-262-8295
거제시유기동물보호소,348537200900002,경상남도 거제시 사등면 두동로1길 109 (사등면  한국자원재생공사폐비닐적재장) 거제시유기동물보호소,34.883767588,128.573667027,055-639-6368
나래동물병원,348547201800001,경상남도 거창군 거창읍 거창대로 13-2 (거창읍  칠성슈퍼) ,35.683026894,127.917596961,055-942-8875
보경동물병원,348547202000001,경상남도 거창군 남상면 수남로 1934-10 (남상면) ,35.692604987,127.920058359,055-943-3998
유기동물및관리협회,348535201200001,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,35.1789238775,128.8997598984,051-971-6208
남해군유기동물보호소,348543201300001,경상남도 남해군 이동면 무림로 33-13 (이동면) ,34.802878231,127.952506822,055-862-5041
밀양시동물보호소,348536201800001,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,35.40768428,128.879770197,010-5656-6665
사천시위탁관리소,348534201300001,경상남도 사천시 곤명면 흥신로 514 (곤명면) ,35.115062309,127.999261304,010-9982-1872
산청동물보호센터,348545201100002,경상남도 산청군 산청읍 친환경로 2783-25 (산청읍) ,35.426394,127.881274,010-2050-8577
양산시유기동물보호소,348538200900001,경상남도 양산시 동면 석산리 392 양산시농업기술센터,35.324090,129.034170,055-392-5337
신효진,348539201900001,경상남도 의령군 가례면 가례로 74-24 (가례면) 신효진,35.328164046,128.250490253,055-570-4202
진주시유기동물보호소,348531201000001,경상남도 진주시 집현면 신당길207번길 22 (집현면  지역농업개발시설) ,35.227086565,128.121872771,055-749-6134
창녕 유기동물보호소,348541201300001,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,35.573454643,128.507695136,010-5488-5003
마산유기동물보호소,348528201000001,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,35.1194213340,128.4682650739,055-225-5481
창원유기동물보호소,348527200900001,경상남도 창원시 의창구 창이대로 71 (명서동  창원시농업기술센터) 축산과,35.2382793017,128.6456003034,055-225-5481
진해유기동물보호소,348532200900001,경상남도 창원시 진해구 웅천로 218 (성내동  농업기술센터) 205번지 ,35.1139994618,128.7543116703,055-225-5481
사랑애완동물병원,348533201600001,경상남도 통영시 광도면 죽림3로 33 (광도면) 사랑애완동물병원,34.882842207,128.417241162,055-648-7582
하동군유기동물보호소,348544201100001,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,35.07884862,127.769121348,055-880-2439
함안군동물보호소,348540200900001,경상남도 함안군 가야읍 함안대로 755 ,35.293513976,128.39891723,055-580-4394
중앙동물병원,348546200900001,경상남도 함양군 함양읍 함양남서로 996-76 (함양읍  농업기술센터) ,35.507592843,127.741370753,055-963-7615
제주 동물보호센터,350650201200001,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,33.455532904,126.589213112,064-710-4065
