dog_id,age,weight,sex,kind,color,neuter,thumnail,profile,careAddr,careNum,special,find_place,find_date,end_date
N445478202000286,2020(년생),2.1(Kg),M,믹스견,흰갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291409961_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291409961.jpg,전라북도 고창군 고창읍 성산8길 39-10 (고창읍/ 더나은동물병원) ,063-562-9154,목줄없음,전북 고창군 대산면 대산119,20200929,20201008
N445471202000344,2018(년생),5(Kg),F,믹스견,하얀색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291409271_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291409271.jpg,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,063-547-3549,순하다,김제시농업기술센터,20200929,20201012
N445471202000343,2020(년생),1(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291009783_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291009783.jpg,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,063-547-3549,겁이 많음,김제시농업기술센터,20200929,20201012
N445467202001713,2020(년생),1(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292209746_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292209746.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,포획틀 어미와 함께 구조,군산시 지곡동 321,20200929,20201012
N445467202001712,2020(년생),1(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292209721_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292209721.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,포획틀 어미와 함께 구조,군산시 지곡동 321,20200929,20201012
N445467202001711,2020(년생),1(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292209128_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292209128.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,포획틀 어미와 함께 구조,군산시 지곡동 321,20200929,20201012
N445467202001710,2020(년생),1(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292209981_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292209981.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,포획틀 어미와 함께 구조,군산시 지곡동 321,20200929,20201012
N445467202001709,2017(년생),12(Kg),F,믹스견,갈색 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292209736_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292209736.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,포획틀 구조,군산시 지곡동 321,20200929,20201012
N445467202001708,2015(년생),4(Kg),F,푸들,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/20200929220942_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929220942.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,기본교육 되어있음 털 상태 안좋음,군산시 비행장 삼거리,20200929,20201012
N445467202001707,2018(년생),3(Kg),M,말티즈,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292209562_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292209562.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,매우 굶주린상태  심한 탈수,군산시 조촌동 921-7,20200929,20201012
N445467202001706,2015(년생),23(Kg),M,골든 리트리버,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292209812_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292209812.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,목줄 있는 상태로 구조,군산시 임피면 수곡제길11-7,20200929,20201012
N445467202001705,2018(년생),5(Kg),F,믹스견,갈색 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291009950_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291009950.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,매우 순하며 겁이많음,군산시 개정면 발산리,20200929,20201012
N445467202001704,2020(년생),3(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/20200929100942_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929100942.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,캠핑장 안에서 구조,군산시 청암산 오토캠핑장,20200929,20201012
N445467202001703,2020(년생),2.8(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291009446_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291009446.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,캠핑장 안에서 구조,군산시 청암산 오토캠핑장,20200929,20201012
N445467202001702,2020(년생),2.5(Kg),F,믹스견,검정 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291009935[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291009935[1].jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,캠핑장 안에서 구조,군산시 청암산 오토캠핑장,20200929,20201012
N445467202001700,2020(년생),4(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009290009954_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009290009954.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,3개월 추정 매우 건강함,군산시 조촌안1길32,20200929,20201012
N445467202001699,2020(년생),4(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009290009827_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009290009827.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,3개월 추정 매우 건강함,군산시 조촌안1길32,20200929,20201012
N445467202001698,2019(년생),5(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009290009757_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009290009757.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,매우 순한아이,군산시 중앙파출소,20200929,20201012
N445467202001697,2019(년생),5(Kg),F,믹스견,갈색 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009290009917_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009290009917.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,매우 순한아이,군산시 경촌안1길32,20200929,20201012
N445467202001696,2017(년생),8(Kg),M,믹스견,검정 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009290009114_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009290009114.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,010-3675-9330,심한 설사,군산시 수송동 수송공원 부근,20200929,20201012
N445464202002381,2020(년생),1.2(Kg),F,믹스견,흰색갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009292209663_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009292209663.jpg,전라북도 전주시 덕진구 인후동1가 806-6,063-244-0090,보호소에서 분만,건산로 243,20200929,20201008
N445464202002380,2020(년생),1.2(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009292209997_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009292209997.jpg,전라북도 전주시 덕진구 인후동1가 806-6,063-244-0090,보호소에서 분만,건산로 243,20200929,20201008
N445464202002379,2016(년생),2.2(Kg),F,말티즈,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009292209208_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009292209208.jpg,전라북도 전주시 덕진구 인후동1가 806-6,063-244-0090,미용되어 있음,아중호수 주변,20200929,20201008
N445464202002377,2020(년생),3.9(Kg),M,푸들,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291509100_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291509100.jpg,전라북도 전주시 완산구 다가동3가 충경로 11 (다가동3가/ 늘푸른동물병원) ,063-281-0075,활발함,팔복동 남양아파트 근처,20200929,20201008
N444568202000968,2020(년생),1.00(Kg),F,믹스견,검 갈,U,http://www.animal.go.kr/files/shelter/2020/09/202009291309822_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291309822.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,041-356-8210,3개월 순함,당진시 송악읍 송악로 368-127,20200929,20201008
N444568202000966,2020(년생),1.00(Kg),M,믹스견,갈 검 흰,U,http://www.animal.go.kr/files/shelter/2020/09/202009291309516_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291309516.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,041-356-8210,3개월 순함,당진시 송악읍 송악로 368-127,20200929,20201008
N444568202000965,2020(년생),1.00(Kg),M,믹스견,검 갈,U,http://www.animal.go.kr/files/shelter/2020/09/20200929130959_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/20200929130959.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,041-356-8210,3개월 순함,당진시 송악읍 송악로 368-127,20200929,20201008
N444568202000964,2020(년생),1.00(Kg),M,믹스견,갈 검 흰,U,http://www.animal.go.kr/files/shelter/2020/09/202009291309371_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291309371.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,041-356-8210,3개월 순함,당진시 송악읍 송악로 368-127,20200929,20201008
N444568202000963,2020(년생),1.00(Kg),M,믹스견,갈 검 흰,U,http://www.animal.go.kr/files/shelter/2020/09/202009291309398_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291309398.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,041-356-8210,3개월 순함,당진시 송악읍 송악로 368-127,20200929,20201008
N444568202000962,2018(년생),6.00(Kg),F,믹스견,흰 갈 검,U,http://www.animal.go.kr/files/shelter/2020/09/202009291309680_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291309680.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,041-356-8210,약간경계,당진시 송악읍 송악로 368-127,20200929,20201008
N444558202000059,2013(년생),2(Kg),M,말티즈,흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009291509709_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291509709.jpeg,충청남도 계룡시 엄사면 천마로 12 ,010-5408-8461,피부병이 심하고 실명 ,충남 계룡시 엄사면 번영11길 3,20200929,20201012
N444462202000388,2020(년생),4.2(Kg),M,믹스견,백색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291109569_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291109569.jpg,충청남도 태안군 태안읍 남문리 504-6,041-672-0346,순함,기업도시 운동장,20200929,20201013
N444462202000387,2020(년생),3.8(Kg),F,믹스견,백색,N,http://www.animal.go.kr/files/shelter/2020/07/20200929110997_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929110997.jpg,충청남도 태안군 태안읍 남문리 504-6,041-672-0346,순함,기업도시 운동장,20200929,20201013
N444462202000386,2019(년생),3.7(Kg),M,믹스견,백색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291009417_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291009417.jpg,충청남도 태안군 태안읍 남문리 504-6,041-672-0346,순함,신진도 항구,20200929,20201013
N444462202000385,2018(년생),3.6(Kg),F,믹스견,백색,N,http://www.animal.go.kr/files/shelter/2020/07/20200929100950_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929100950.jpg,충청남도 태안군 태안읍 남문리 504-6,041-672-0346,순함,원북면 장대2리 마을회관,20200929,20201013
N444461202000531,2019(년생),3(Kg),F,믹스견,흰갈,U,http://www.animal.go.kr/files/shelter/2020/07/202009291009361_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291009361.jpg,충청남도 예산군 예산읍 예산로 251 (예산읍) 흙동물병원,010-5453-8043,이상없음,오가면 좌분양막로 382-30,20200929,20201012
N444461202000530,2019(년생),4(Kg),M,말티즈,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009291009811_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291009811.jpg,충청남도 예산군 예산읍 예산로 251 (예산읍) 흙동물병원,010-5453-8043,이상없음,산성천길 15-1,20200929,20201012
N444460202000710,2019(년생),2(Kg),M,푸들,연한갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009291009517_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291009517.jpg,충청남도 홍성군 홍동면 충절로 625 (홍동면) ,010-5432-5665,연한갈색 푸들,구항면 마온아파트,20200929,20201006
N444459202000126,2020(년생),1.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009290909948_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009290909948.jpg,충청남도 청양군 대치면 청산로 446-17 (대치면) ,041-940-2972,어미와 함께 발견 ,청양읍 송방리,20200929,20201008
N444459202000125,2020(년생),1.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/20200929090941_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/20200929090941.jpg,충청남도 청양군 대치면 청산로 446-17 (대치면) ,041-940-2972,어미와 함께 발견 ,청양읍 송방리,20200929,20201008
N444459202000124,2020(년생),1.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009290909147_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009290909147.jpg,충청남도 청양군 대치면 청산로 446-17 (대치면) ,041-940-2972,어미와 함께 발견 ,청양읍 송방리,20200929,20201008
N444459202000123,2020(년생),1.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009290909851_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009290909851.jpg,충청남도 청양군 대치면 청산로 446-17 (대치면) ,041-940-2972,어미와 함께 발견 ,청양읍 송방리,20200929,20201008
N444459202000122,2020(년생),1.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009290909889_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009290909889.jpg,충청남도 청양군 대치면 청산로 446-17 (대치면) ,041-940-2972,어미와 함께 발견 ,청양읍 송방리,20200929,20201008
N444459202000121,2020(년생),1.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009290909334_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009290909334.jpg,충청남도 청양군 대치면 청산로 446-17 (대치면) ,041-940-2972,어미와 함께 발견 ,청양읍 송방리,20200929,20201008
N444459202000120,2020(년생),1.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009290909587_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009290909587.jpg,충청남도 청양군 대치면 청산로 446-17 (대치면) ,041-940-2972,어미와 함께 발견 ,청양읍 송방리,20200929,20201008
N444459202000119,2020(년생),1.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009290909662_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009290909662.jpg,충청남도 청양군 대치면 청산로 446-17 (대치면) ,041-940-2972,어미와 함께 발견 ,청양읍 송방리,20200929,20201008
N444459202000118,2016(년생),20.00(Kg),F,믹스견,흰색 ,N,http://www.animal.go.kr/files/shelter/2020/09/202009290909248_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009290909248.jpg,충청남도 청양군 대치면 청산로 446-17 (대치면) ,041-940-2972,야생성 강함  자견 8마리 함께 발견 ,청양읍 송방리,20200929,20201008
N444454202000645,2017(년생),3(Kg),F,치와와,검정갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009291709420_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291709420.jpeg,충청남도 논산시 시민로210번길 9 (내동/ 논산시청) ,041-746-6109,온순한 검은색 단모치와와,연무중앙초등학교,20200929,20201012
N444454202000644,2017(년생),15(Kg),M,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009291709974_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291709974.jpeg,충청남도 논산시 시민로210번길 9 (내동/ 논산시청) ,041-746-6109,흰색 믹스견  소방서 구조,부적면 탑정리 473,20200929,20201012
N444454202000643,2016(년생),20(Kg),M,진도견,황구,U,http://www.animal.go.kr/files/shelter/2020/07/202009291709939_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291709939.jpeg,충청남도 논산시 시민로210번길 9 (내동/ 논산시청) ,041-746-6109,매우 온순하고 사람을 잘 따름,연산면 남신양길 43-6 근처,20200929,20201012
N444453202000702,2020(년생),1.48(Kg),M,믹스견,검정,N,http://www.animal.go.kr/files/shelter/2020/07/20200929110951_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929110951.jpg,충청남도 서산시 안견로 312 (읍내동/ 서원빌딩) 1층,041-666-2747,2개월됨 ,서산 시민회관근처 늘푸른카센터 뒷편,20200929,20201006
N444453202000701,2020(년생),0.54(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/20200929110970_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929110970.jpg,충청남도 서산시 안견로 312 (읍내동/ 서원빌딩) 1층,041-666-2747,2개월된 동복견2두 함께 구조됨 ,오남동 낫머리길 101,20200929,20201006
N444453202000700,2020(년생),0.58(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291109382_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291109382.jpg,충청남도 서산시 안견로 312 (읍내동/ 서원빌딩) 1층,041-666-2747,2개월된 동복견2두 함께 구조됨 ,오남동 낫머리길 101,20200929,20201006
N444452202001566,2018(년생),17(Kg),M,믹스견,흰 검 베이지,N,http://www.animal.go.kr/files/shelter/2020/09/202009291409663_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291409663.jpg,충청남도 아산시 염치읍 충무로 295-9 (염치읍) ,041-533-3563,1566호(관리) 1008호(공고) 경계심 강함 주황색 목줄 착용,송곡길 190-14 앞,20200929,20201008
N444451202000512,2020(년생),2.30(Kg),F,믹스견,아이보리,N,http://www.animal.go.kr/files/shelter/2020/07/202009291409533_s[1].jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291409533.jpg,충청남도 보령시 녹문3길 7 (내항동) ,010-5427-7210,강아지 5두 동시 입소됨,청라면 향천리 입구 도로변,20200929,20201012
N444451202000511,2020(년생),2.80(Kg),M,믹스견,아이보리,N,http://www.animal.go.kr/files/shelter/2020/07/20200929140919_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929140919.jpg,충청남도 보령시 녹문3길 7 (내항동) ,010-5427-7210,강아지 5두 동시 입소됨,청라면 향천리 입구 도로변,20200929,20201012
N444451202000510,2020(년생),3.50(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291409296_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291409296.jpg,충청남도 보령시 녹문3길 7 (내항동) ,010-5427-7210,강아지 5두 동시 입소됨,청라면 향천리 입구 도로변,20200929,20201012
N444451202000509,2020(년생),2.60(Kg),M,믹스견,아이보리색,N,http://www.animal.go.kr/files/shelter/2020/07/20200929140947_s[1].jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929140947.jpg,충청남도 보령시 녹문3길 7 (내항동) ,010-5427-7210,강아지 5두 동시 입소됨,청라면 향천리 입구 도로변,20200929,20201012
N444451202000508,2020(년생),2.20(Kg),F,믹스견,연갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291409457_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291409457.jpg,충청남도 보령시 녹문3길 7 (내항동) ,010-5427-7210,강아지 5두 동시 입소됨,청라면 향천리 입구 도로변,20200929,20201012
N444451202000507,2019(년생),6.00(Kg),M,진도견,연갈색,N,http://www.animal.go.kr/files/shelter/2020/07/20200929140982_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929140982.jpg,충청남도 보령시 녹문3길 7 (내항동) ,010-5427-7210,연갈색,동대동 천변남길 부근 천변,20200929,20201012
N443440202000300,2020(년생),3.5(Kg),M,믹스견,밤색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291509333_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291509333.jpg,충청북도 제천시 금성면 적성로8길 51 (금성면) ,043-647-0059,6개월 추정 사람을 좋아함,산곡길30-12,20200929,20201012
N443439202000534,2017(년생),7(Kg),F,포메라니안,금가면 두무소 낚시터,U,http://www.animal.go.kr/files/shelter/2020/07/202009292009183_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292009183.jpg,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,043-851-3168,순함 털관리안됨 폼피츠믹스 사상충양성,금가면 두무소 낚시터,20200929,20201008
N443439202000533,2020(년생),2.5(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/20200929200916_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929200916.jpg,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,043-851-3168,순함,영하이츠타운3차,20200929,20201008
N442434202000231,2019(년생),5(Kg),M,믹스견,황색,U,http://www.animal.go.kr/files/shelter/2020/07/202009291709363_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291709363.jpg,강원도 고성군 간성읍 간성북로 87 (간성읍) 죽왕면 가진리 480번지(도로명주소 미등록),033-680-3723,수컷 2마리,강원도 고성군 토성면 봉포리 290-2 아미고펜션,20200929,20201012
N442429202000440,2020(년생),1.5(Kg),F,믹스견,흰  갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291709697_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291709697.jpg,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,건강 양호,고한읍 고한7길 한우극장식당 주차장,20200929,20201006
N442429202000439,2020(년생),1.5(Kg),F,믹스견,흰  갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291709542_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291709542.jpg,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,건강 양호,고한읍 고한7길 한우극장식당 주차장,20200929,20201006
N442429202000438,2020(년생),1.6(Kg),M,믹스견,흰  갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291709536_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291709536.jpg,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,건강 양호,고한읍 고한7길 한우극장식당 주차장,20200929,20201006
N442429202000437,2020(년생),1.3(Kg),F,믹스견,흰  갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291709419_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291709419.jpg,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,건강양호,고한읍 고한7길 한우극장식당 주차장,20200929,20201006
N442429202000436,2016(년생),7(Kg),F,믹스견,크림색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291709727_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291709727.jpg,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,건강 양호,고한읍 고한7길 한우극장식당 주차장,20200929,20201006
N442429202000435,2018(년생),11(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291709850_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291709850.jpg,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,건강 양호,고한읍 고한7길 한우극장식당 주차장,20200929,20201006
N442418202000595,2016(년생),3(Kg),M,포메라니안,연갈 흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009291609564_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291609564.jpg,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,033-245-5351,연갈 흰색  온순,a.k동물병원,20200929,20201012
N441554202001497,2019(년생),1.60(Kg),F,말티즈,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009291809298_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009291809298.jpg,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,9-97  칩없음  귀 보라색 염색되어있음  이마트 앞 차도변에서 발견됨,광주시 경안동 이마트 앞,20200929,20201012
N441554202001496,2020(년생),8.00(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291709963_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291709963.jpg,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,9-96  칩없음  온순하고 사람을 좋아하는 순둥이,광주시 초월읍 산수로 일대,20200929,20201012
N441554202001495,2020(년생),4.10(Kg),F,믹스견,크림색,N,http://www.animal.go.kr/files/shelter/2020/09/202009291709674_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291709674.jpg,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,9-95  칩없음  3개월령 강아지  털이 보드랍고 예쁜 아이,광주시 곤지암읍 삼리 일대,20200929,20201012
N441553202002920,2020(년생),10(Kg),F,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009291209611_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009291209611.jpg,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,031-356-2281,검은색 목줄 착용중  순하나 약간의 경계심이 있음  아직 어린 개체로 보임 ,팔탄면 시청로 677번길 54,20200929,20201008
N441417202000765,2017(년생),8(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/20200929120943_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200929120943.jpg,경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ,031-770-2337,순하고 사람을 잘따름,서종면 문호리 580-4,20200929,20201012
N441406202000924,2020(년생),3.5(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292009349_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292009349.jpg,경기도 파주시 경의로 1100 (야당동) 201호,031-948-7579,어리고 온순함,gs25 야당초원점부근,20200929,20201012
N441406202000923,2020(년생),4.1(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292009252_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292009252.jpg,경기도 파주시 경의로 1100 (야당동) 201호,031-948-7579,어리고 온순함,gs25 야당초원점부근,20200929,20201012
N441406202000922,2020(년생),4.9(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009292009476_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009292009476.jpg,경기도 파주시 경의로 1100 (야당동) 201호,031-948-7579,어리고 온순함,gs25 야당초원점부근,20200929,20201012
